position,true_level,mvr_mean_rank,mvr_std_rank,mvr_layer,z_dev,n_records
地级市|政府_国务院|政府/国务院（综合）|市长,正厅,114.74,2.8477886157508276,3,-0.08750058557250232,388
副省级市|政府_国务院|政府/国务院（综合）|副市长,正厅,111.51375,6.876940521590984,2,-0.14136753579233366,24
省级|政府_国务院|监察部/厅/局|厅长,正厅,111.3525,17.356864456174097,2,-0.14405983977464984,10
地级市|政府_国务院|政府/国务院（综合）|区长,正厅,111.21125,16.325643124774565,2,-0.14641821458086485,40
省级|党委|党委常委会/政治局 |正厅级副秘书长,正厅,105.65,14.547336525976156,2,-0.23927139611051623,4
省级|政府_国务院|经济贸易委员会|主任,正厅,103.4325,8.944715968100942,2,-0.27629579351074135,17
地级市|政府_国务院|政府/国务院（综合）|常务副州长,副厅,102.615,37.91792814751349,2,1.5046001091349879,3
中央|共青团|共青团委|书记处书记,副部,102.105,17.973145940541407,2,-2.188867655317753,4
地级市|政府_国务院|政府/国务院（综合）|盟长,正厅,100.5975,11.209281589379392,2,-0.3236302542230924,7
地级市|政府_国务院|政府/国务院（综合）|行署专员,正厅,98.26375,11.156127730422416,2,-0.3625956149594059,14
省级|政府_国务院|政府/国务院（综合）|副秘书长,正厅,98.1325,9.624185355135255,2,-0.36478702517757045,51
副省级市|政府_国务院|政府/国务院（综合）|常务副市长,正厅,98.1125,16.60865267714392,2,-0.3651209543536716,10
中央|法院_检察院|人民检察院|副检察长,副部,97.65375,36.87084025266443,2,-2.2456994654820766,3
省级|政府_国务院|旅游局|局长,正厅,96.9675,13.479389591149895,2,-0.3842383996854676,4
中央|学校|北京大学|学员,正厅,96.755,24.134880878098397,2,-0.3877863971815434,7
中央|学校|国家行政学院|主任,正厅,95.83,20.54625513323535,2,-0.40323062157622575,4
地级市|政府_国务院|政府/国务院（综合）|常务副专员,副厅,95.67875,20.834119814321415,2,1.3020756920120877,4
副省级市|党委|经济技术开发区管委会|书记,正厅,95.535,10.069944140857983,2,-0.4081560769237191,4
中央|学校|北京师范大学|学员,正厅,95.3275,27.71408024362347,2,-0.41162059212576935,4
中央|学校|清华大学、哈佛大学公共管理高级培训班|学员,正厅,94.5,11.978209382040372,2,-0.42543691178695825,3
省级|政府_国务院|科学技术部/厅/局（科学技术委员会）|厅长,正厅,94.27,48.518523266892636,2,-0.42927709731212255,5
副省级市|党委|党委常委会/政治局 |副书记,正厅,92.79375,18.540124350648277,2,-0.4539252446230953,30
其他|党委|党委常委会/政治局 |书记,正厅,91.6325,9.972960631126547,2,-0.4733140074104738,4
地级市|政府_国务院|政府/国务院（综合）|州长,正厅,90.9575,11.089327921474773,2,-0.48458411710389065,19
省级|党委|党委常委会/政治局 |副秘书长,正厅,87.0925,8.873778437058254,2,-0.5491159303854554,53
省级|政府_国务院|外经贸部/厅/局|厅长,正厅,86.1025,37.33332283295985,2,-0.5656454246024667,5
中央|学校|中国政法大学|学员,副厅,85.1725,49.842730099283294,2,0.9953145231676155,3
中央|学校|浙江省委党校|学员,副厅,84.29875,28.60750772852294,2,0.9698027971685332,3
地级市|党委|党委常委会/政治局 |副书记（正厅级）,正厅,83.45375,25.704286820246573,2,-0.609870169862375,23
其他|政府_国务院|政府/国务院（综合）|市长,副厅,81.67,12.563482797377496,2,0.8930486343987623,4
省级|政府_国务院|司法部/厅/局|厅长,正厅,81.4625,18.155952019929966,2,-0.6431169934579547,3
中央|党委|组织部 （党委）|副局长,副厅,80.7075,8.529181892186376,2,0.8649455885914755,3
省级|政府_国务院|教育部/厅/局|厅长,正厅,78.655,28.482072870491713,1,-0.6899923015531665,7
中央|政府_国务院|新闻出版署/版权局|主任,正厅,78.64125,51.754058279882756,1,-0.6902218778617362,3
